N ESS SG р у ч н и ц а	р у ч н и ц е	р у ч н и ц е
ADJ DAT NEUT SG с е л ь с к о х о з я й с т в е н н ы й	с е л ь с к о х о з я й с т в е н н о м у	с е л ь с к о х о з я й с т в е н н о м у
ADJ ESS FEM SG г у б и т е л ь н ы й	г у б и т е л ь н о й	г у б и т е л ь н о й
ADJ ACC INAN PL и с к о п а е м ы й	и с к о п а е м ы е	и с к о п а е м ы е
ADJ ESS PL п р о к у р о р с к и й	п р о к у р о р с к и х	п р о к у р о р с к и х
ADJ DAT NEUT SG м о д е р н и з и р о в а н н ы й	м о д е р н и з и р о в а н н о м у	м о д е р н и з и р о в а н н о м у
N DAT PL с о л д а т и к	с о л д а т и к а м	с о л д а т и к а м
V PRS 1 PL ч е с т и т ь	ч е с т и м	ч е с т и м
ADJ GEN MASC SG м е л о ч н ы й	м е л о ч н о г о	м е л о ч н о г о
V FUT 1 PL п е р е у с т р а и в а т ь	б у д е м п е р е у с т р а и в а т ь	б у д е м п е р е у с т р а и в а т ь
V PST PL ж е в а т ь	ж е в а л и	ж е в а л и
N INS SG ф и н а н с и р о в а н и е	ф и н а н с и р о в а н и е м	ф и н а н с и р о в а н и е м
ADJ ESS PL ф р о н т о в о й	ф р о н т о в ы х	ф р о н т о в ы х
ADJ ESS MASC SG л е к с и ч е с к и й	л е к с и ч е с к о м	л е к с и ч е с к о м
N DAT SG т е м я	т е м е н и	т е м е
V PST SG FEM з а б о р м о т а т ь	з а б о р м о т а л а	з а б о р м о т а л а
N ACC SG з а з е м л е н и е	з а з е м л е н и е	з а з е м л е н и е
ADJ GEN MASC SG к и с л о т о п р о д у ц и р у ю щ и й	к и с л о т о п р о д у ц и р у ю щ е г о	к и с л о т о п р о д у ц и р у ю щ е г о
N NOM SG а н е м о н	а н е м о н	а н е м о н
V FUT 1 PL л я п н у т ь	л я п н е м	б у д е м л я п н у т ь
N ESS PL м у р з и к	м у р з и к а х	м у р з и к а х
ADJ ESS NEUT SG к л е т о ч н ы й	к л е т о ч н о м	к л е т о ч н о м
ADJ DAT MASC SG х в о с т о в о й	х в о с т о в о м у	х в о с т о в о м у
V IMP 2 PL п и н а т ь	п и н а й т е	п и н а й т е
ADJ ANIM ACC MASC SG н е р а б о т а ю щ и й	н е р а б о т а ю щ е г о	н е р а б о т а ю щ е г о
N ESS SG к р е д и т н а я к а р т о ч к а	к р е д и т н о й к а р т о ч к е	к р е д и т н о й к а р т о ч к е
N GEN PL а л а м а н н	а л а м а н н о в	а л а м а н н о в
V FUT 2 SG о х р а н я т ь с я	б у д е ш ь о х р а н я т ь с я	б у д е ш ь о х р а н я т ь с я
V PST SG NEUT п р и у ч а т ь	п р и у ч а л о	п р и у ч а л о
ADJ DAT MASC SG т ё м н о - с е р ы й	т ё м н о - с е р о м у	т ё м н о - с е р о м у
V NFIN с п о х в а т ы в а т ь с я	с п о х в а т ы в а т ь с я	с п о х в а т ы в а т ь с я
V.PTCP ACT PST о т д а л и т ь с я	о т д а л и в ш и й с я	о т д а л и в ш и й с я
V FUT 1 SG п р е у м е н ь ш а т ь	б у д у п р е у м е н ь ш а т ь	п р е у м е н ь ш у
ADJ ACC INAN PL п е р е м е н н ы й	п е р е м е н н ы е	п е р е м е н н ы е
N ESS PL б ы т н о с т ь	б ы т н о с т я х	б ы т н о с т я х
N NOM SG м о л о к а н и н	м о л о к а н и н	м о л о к а н и н
V PST SG FEM з а к а ч а т ь	з а к а ч а л а	з а к а ч а л а
ADJ NOM PL л и л о в ы й	л и л о в ы е	л и л о в ы е
ADJ ACC FEM SG к а в к а з с к и й	к а в к а з с к у ю	к а в к а з с к у ю
N NOM SG а р и й к а	а р и й к а	а р и й к а
N GEN PL э л е м е н т	э л е м е н т о в	э л е м е н т о в
V PST SG MASC п е р е с ч и т ы в а т ь	п е р е с ч и т ы в а л	п е р е с ч и т ы в а л
V PRS 2 SG п е р е л и в а т ь с я	п е р е л и в а е ш ь с я	п е р е л и в а е ш ь с я
V FUT 3 SG т р а в и т ь	б у д е т т р а в и т ь	б у д е т т р а в и т ь
N GEN SG в о д о ч н и ц а	в о д о ч н и ц ы	в о д о ч н и ц ы
V.PTCP ACT PRS в т о л к о в ы в а т ь	в т о л к о в ы в а ю щ и й	в т о л к о в ы в а ю щ и й
N INS SG п р и м о р ь е	п р и м о р ь е м	п р и м о р ь е м
V IMP 2 SG п е р е с а ж и в а т ь	п е р е с а ж и в а й	п е р е с а ж и в а й
N ESS PL м ы с л ь	м ы с л я х	м ы с л я х
ADJ ESS NEUT SG т е м а т и ч е с к и й	т е м а т и ч е с к о м	т е м а т и ч е с к о м
ADJ DAT MASC SG е к а т е р и н и н с к и й	е к а т е р и н и н с к о м у	е к а т е р и н и н с к о м у
ADJ INS FEM SG п р о н и к н у т ы й	п р о н и к н у т о й	п р о н и к н у т о й
N INS SG с т а т и к а	с т а т и к о й	с т а т и к о й
N ACC PL б а л а ч к а	б а л а ч к и	б а л а ч к и
N NOM SG о п р и ч н и к	о п р и ч н и к	о п р и ч н и к
V PRS 3 PL п р о х а ж и в а т ь с я	п р о х а ж и в а ю т с я	п р о х а ж и в а ю т с я
N INS PL т е р р о р и с т	т е р р о р и с т а м и	т е р р о р и с т а м и
V NFIN м ч а т ь с я	м ч а т ь с я	м ч а т ь с я
N ESS PL к и с е т	к и с е т а х	к и с е т а х
V NFIN с л и п а т ь с я	с л и п а т ь с я	с л и п а т ь с я
ADJ ESS NEUT SG ж а р к и й	ж а р к о м	ж а р к о м
V IMP 2 PL к р о и т ь	к р о и т е	к р о и т е
ADJ NOM FEM SG а б р и к о с н ы й	а б р и к о с н а я	а б р и к о с н а я
V PRS 2 PL с т р я с а т ь	с т р я с а е т е	с т р я с а е т е
ADJ DAT MASC SG а в т о р у ч е ч н ы й	а в т о р у ч е ч н о м у	а в т о р у ч е ч н о м у
N ESS SG и ш е м и я	и ш е м и и	и ш е м и и
N INS SG а у д и о л о г	а у д и о л о г о м	а у д и о л о г о м
ADJ INS NEUT SG ч ё р н о - б е л ы й	ч ё р н о - б е л ы м	ч ё р н о - б е л ы м
V FUT 3 SG к и ш е т ь	б у д е т к и ш е т ь	б у д е т к и ш е т ь
ADJ INS PL п р о д в и н у т ы й	п р о д в и н у т ы м и	п р о д в и н у т ы м и
N DAT SG т е м а	т е м е	т е м е
N DAT PL п и н ц е т	п и н ц е т а м	п и н ц е т а м
N GEN SG к а н а р е й к а	к а н а р е й к и	к а н а р е й к и
ADJ ANIM ACC MASC SG а б с у р д н ы й	а б с у р д н о г о	а б с у р д н о г о
N ACC SG н р а в	н р а в	н р а в
ADJ NOM FEM SG в а с и л ь к о в ы й	в а с и л ь к о в а я	в а с и л ь к о в а я
V FUT 3 SG в ы ш в ы р и в а т ь	б у д е т в ы ш в ы р и в а т ь	б у д е т в ы ш в ы р и в а т ь
N ESS PL с т р о й м а т е р и а л	с т р о й м а т е р и а л а х	с т р о й м а т е р и а л а х
V IMP 2 PL у к о р а ч и в а т ь	у к о р а ч и в а й т е	у к о р а ч и в а й т е
N INS PL б ю д ж е т	б ю д ж е т а м и	б ю д ж е т а м и
ADJ ACC INAN PL з а р е ч н ы й	з а р е ч н ы е	з а р е ч н ы е
N GEN SG л о п а т о ч к а	л о п а т о ч к и	л о п а т о ч к и
N INS PL ч е ш у е н о г	ч е ш у е н о г а м и	ч е ш у е н о г а м и
N INS PL п о л у б о т и н о к	п о л у б о т и н к а м и	п о л у б о т и н к а м и
ADJ INS PL с р а в н и т е л ь н ы й	с р а в н и т е л ь н ы м и	с р а в н и т е л ь н ы м и
N GEN SG п р и я т е л ь с т в о	п р и я т е л ь с т в а	п р и я т е л ь с т в а
ADJ ACC NEUT SG п а л т у с о в ы й	п а л т у с о в о е	п а л т у с о в о е
V PRS 2 PL о б е з в р е ж и в а т ь	о б е з в р е ж и в а е т е	о б е з в р е ж и в а е т е
ADJ ACC ANIM PL ж и р о в о й	ж и р о в ы х	ж и р о в ы х
V.CVB PST ч е р к а т ь	ч е р к а в	ч е р к а в
N NOM PL ч а ш а	ч а ш и	ч а ш и
N ESS PL с у в е н и р	с у в е н и р а х	с у в е н и р а х
V.CVB PST в ы ш и т ь	в ы ш и в	в ы ш и в
N GEN SG п у д о ж а н и н	п у д о ж а н и н а	п у д о ж а н и н а
V.PTCP ACT PRS п о к а з ы в а т ь с я	п о к а з ы в а ю щ и й с я	п о к а з ы в а ю щ и й с я
ADJ NOM MASC SG в ы ш е у к а з а н н ы й	в ы ш е у к а з а н н ы й	в ы ш е у к а з а н н ы й
N INS PL г а л е р е я	г а л е р е я м и	г а л е р е я м и
V.CVB PST р а з р ы д а т ь с я	р а з р ы д а в ш и с ь	р а з р ы д а в ш и с ь
ADJ ESS FEM SG р е п р е с с и в н ы й	р е п р е с с и в н о й	р е п р е с с и в н о й
N GEN PL в о о б р а ж е н и е	в о о б р а ж е н и й	в о о б р а ж е н и й
N ESS SG с в я т и л и щ е	с в я т и л и щ е	с в я т и л и щ е
ADJ GEN NEUT SG г е о г р а ф и ч е с к и й	г е о г р а ф и ч е с к о г о	г е о г р а ф и ч е с к о г о
N GEN SG н а п а д а ю щ и й	н а п а д а ю щ е г о	н а п а д а ю щ е г о
ADJ NEUT SG LGSPEC1 п о с м е р т н ы й	п о с м е р т н о	п о с м е р т н о
ADJ FEM SG LGSPEC1 б о я з л и в ы й	б о я з л и в а	б о я з л и в а
ADJ ESS MASC SG а г г л ю т и н а т и в н ы й	а г г л ю т и н а т и в н о м	а г г л ю т и н а т и в н о м
N INS PL к о м б и н а т	к о м б и н а т а м и	к о м б и н а т а м и
N INS SG ч ё р н ы й а м е р и к а н е ц	ч ё р н ы м а м е р и к а н ц е м	ч ё р н ы м а м е р и к а н ц е м
N ACC SG г о с т и н а я	г о с т и н у ю	г о с т и н у ю
ADJ PL LGSPEC1 г о л о р у к и й	г о л о р у к и	г о л о р у к и
V.PTCP ACT PRS п р о с л а в л я т ь с я	п р о с л а в л я ю щ и й с я	п р о с л а в л я ю щ и й с я
V.CVB PST п е р е с а ж и в а т ь	п е р е с а ж и в а в	п е р е с а ж и в а в
V.PTCP ACT PST р е к о н с т р у и р о в а т ь	р е к о н с т р у и р о в а в ш и й	р е к о н с т р у и р о в а в ш и й
V FUT 2 SG п р и к л а д ы в а т ь с я	б у д е ш ь п р и к л а д ы в а т ь с я	б у д е ш ь п р и к л а д ы в а т ь с я
N DAT PL б о м б а р д и р о в к а	б о м б а р д и р о в к а м	б о м б а р д и р о в к а м
V.CVB PST п р е в ы с и т ь	п р е в ы с и в	п р е в ы с и в
ADJ INAN ACC MASC SG д ь я в о л ь с к и й	д ь я в о л ь с к и й	д ь я в о л ь с к и й
V PRS 2 PL р а с п р я м л я т ь с я	р а с п р я м л я е т е с ь	р а с п р я м л я е т е с ь
N ACC SG п о р а ж е н е ц	п о р а ж е н ц а	п о р а ж е н е ц
V PRS 1 SG у д а р я т ь с я	у д а р я ю с ь	у д а р я ю с ь
N INS SG п и щ а	п и щ е й	п и щ е й
N DAT SG р а й ц е н т р	р а й ц е н т р у	р а й ц е н т р у
ADJ NOM PL о т б о р н ы й	о т б о р н ы е	о т б о р н ы е
V.PTCP ACT PRS в п и в а т ь с я	в п и в а ю щ и й с я	в п и в а ю щ и й с я
N NOM PL м у ч е н и к	м у ч е н и к и	м у ч е н и к и
V PST SG MASC б о д р с т в о в а т ь	б о д р с т в о в а л	б о д р с т в о в а л
